Image file,Source title,Wikimedia Commons source page,Reuse note
01_Gold_bullion_bars.jpg,Gold bullion bars.jpg,https://commons.wikimedia.org/wiki/File:Gold_bullion_bars.jpg,"Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
06_Perth_Mint_100g_Gold_Ingot.jpg,Gold Ingot 100g Perth Mint.JPG,https://commons.wikimedia.org/wiki/File:Gold_Ingot_100g_Perth_Mint.JPG,"Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
12_Australian_Gold_Nugget_4.jpg,Gold nugget (Australia) 4 (16848647509).jpg,https://commons.wikimedia.org/wiki/File:Gold_nugget_(Australia)_4_(16848647509).jpg,"Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
15_Fimiston_Super_Pit_Panorama.jpg,Fimiston Open Pit (Super Pit) gold mine Western Australia 2019 Aug.jpg,https://commons.wikimedia.org/wiki/File:Fimiston_Open_Pit_(Super_Pit)_gold_mine_Western_Australia_2019_Aug.jpg,"Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
32_Gold_Necklace.jpg,Necklaces 2023-12-06.jpg,https://commons.wikimedia.org/wiki/File:Necklaces_2023-12-06.jpg,"Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
34_Gold_Chronograph_Watch.jpg,"Breitling Navitimer chronograph watch, black dial and golden casing.jpg","https://commons.wikimedia.org/wiki/File:Breitling_Navitimer_chronograph_watch,_black_dial_and_golden_casing.jpg","Free/public-domain media on Wikimedia Commons; check the linked file page for the exact licence, attribution and ShareAlike requirements before publication."
